Alpha,Beta,Decay_Rate,p_rate,Number_Of_Ants,Fitness_Evals,Initial_fitness,Initial_avg,Top_Fitness,Final_avg,Best_Fitness_Difference,Avg_Difference
1,2,0.8,10,10,200,3862,4036.4,3939,4061.3,-77,-24
